Hospital Name,Homepage URL,MRF Link,MRF File Type,Link Status,HTTP Code,Detected From,Notes
Cornerstone Specialty Hospitals Conroe,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Cornerstone Specialty Hospitals Round Rock,https://stdavids.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/742781812_round-rock-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Corpus Christi Bay Medical Center Heart and Vascular Care,https://ccmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/752387418_corpus-christi-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Corpus Christi Medical Center Bay Area,https://ccmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/752387418_corpus-christi-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Corpus Christi Medical Center Bayview,https://ccmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/752387418_corpus-christi-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Corpus Christi Medical Center Doctors Regional,https://ccmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/752387418_corpus-christi-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Corpus Christi Medical Center ER 24/7 Northwest,https://ccmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/752387418_corpus-christi-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Corpus Christi Rehabilitation Hospital,https://www.christushealth.org/plan-care/bill-pay/pricing-transparency,,,NOT_FOUND,,,cms-hpt.txt had 42 records; no name-verified match (closest unaccepted: CHRISTUS Spohn Hospital Corpus Christi -; tried-verify: none passed gate)
Coryell Health,https://coryellhealth.org/services/hospital/,https://secure.claraprice.net/price-transparency/FTKZ-1722971887692/machine-readable/74-1857100_coryell-health_standardcharges.json,json,OK,200,cms-hpt.txt@coryellhealth.org,matched 'Coryell Health'
Covenant Children's Hospital,https://www.providence.org/obp/pricing-transparency,https://www.providence.org/-/media/project/psjh/shared/files/pricing/covenant/json/822913146_covenant-medical-center_standardcharges.json,json,OK,200,url-extension,
Covenant Health Levelland,https://www.providence.org/obp/pricing-transparency,https://www.providence.org/-/media/project/psjh/shared/files/pricing/covenant/json/822913146_covenant-medical-center_standardcharges.json,json,OK,200,url-extension,
Covenant Health Plainview,https://www.providence.org/obp/pricing-transparency,https://www.providence.org/-/media/project/psjh/shared/files/pricing/covenant/json/822913146_covenant-medical-center_standardcharges.json,json,OK,200,url-extension,
Covenant Medical Center,https://www.providence.org/locations/covenant-health/medical-center,https://pricetransparency.providence.org/alaska/live/920016429_providence-alaska-medical-center_standardcharges.json,json,OK,200,url-extension,
Covenant Specialty Hospital,https://www.providence.org/obp/pricing-transparency,https://www.providence.org/-/media/project/psjh/shared/files/pricing/covenant/json/822913146_covenant-medical-center_standardcharges.json,json,OK,200,url-extension,
Crane Memorial Hospital,https://www.cranememorial.org/getpage.php,https://www.cranememorial.org/docs/35-2336501_Crane_County_HospitaL_District.csv,csv,OK,200,url-extension,
Crescent Regional Hospital,https://www.crescentregionalhospital.com/price-transparency/,https://www.crescentregionalhospital.com/assets/pdf/273815440_CrescentRegionalHospital_standardcharges.csv,csv,OK,200,url-extension,
Crosbyton Clinic Hospital,http://www.crosbytonclinichospital.com/admissions.htm,https://secure.claraprice.net/price-transparency/UBNQ-1659976856091/machine-readable/750711276_crosbyton-clinic-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@www.crosbytonclinichospital.com,matched 'Crosbyton Clinic Hospital'
Cross Creek Hospital,https://www.crosscreekhospital.com,https://www.crosscreekhospital.com/wp-content/uploads/pricing/2026/187/39-2238510_Acadia-Austin_Holdings-LLC_standardcharges.csv,csv,OK,200,url-extension,
Cuero Regional Hospital,https://www.cueroregionalhospital.org/patient-and-visitors/price-transparency/,https://cueroregionalhospital.slicedhealth.io/pricer/746075588_cuero-regional-hospital_standardcharges.csv,csv,OK,200,cms-hpt.txt@www.cueroregionalhospital.org,matched 'Cuero Regional Hospital'
Culberson Hospital,https://culbersonhospital.org,https://machine-readable-files.com/culberson-hospital/201355256_Preferred-Hospital-Leasing-Van-Horn-Inc_standardcharges.csv,csv,OK,200,cms-hpt.txt@culbersonhospital.org,matched 'Culberson Hospital'
Cypress Creek Hospital,,https://uhsfilecdn.eskycity.net/bh/621864266_cypress-creek_standardcharges.csv,csv,OK,200,cms-hpt.txt@cypresscreekhospital.com,lenient matched 'Cypress Creek Hospital'
DHR Health,https://dhrhealth.com/,https://rca.elevatepfs.com/ptapp/api/cdm/export/oneclick?recno=b41b11929583d9d743cb85309bfb3d7b529ae2f170906f2f3c9cc20f9d05bf09,csv,OK,200,cms-hpt.txt@dhrhealth.com,matched 'DHR Health Brownsville'
Dallas Behavioral Healthcare Hospital,,https://www.dallasbehavioral.com/sites/default/files/dallas/455253543_Dallas%20Behavioral%20Healthcare%20Hospital_standardcharges_04.csv,csv,OK,200,cms-hpt.txt@dallasbehavioral.com,matched 'Dallas Behavioral Healthcare Hospital'
Dallas Medical Center,http://dallascounty.org,https://dallasmedcenter.com/wp-content/uploads/2026/04/271459658_DallasMedicalCenter_standardcharges.JSON,json,OK,200,cms-hpt.txt@dallasmedcenter.com,lenient matched 'Dallas Medical Center'
Dallas Regional Medical Center,,https://dallasregionalmedicalcenter.com/wp-content/uploads/2026/04/472177648_DallasRegionalMedicalCenter_standardcharges.JSON,json,OK,200,cms-hpt.txt@dallasregionalmedicalcenter.com,lenient matched 'Dallas Regional Medical Center'
Dallas VA Medical Center,https://dallasmedcenter.com/financial-assistance/,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
DeTar Hospital Navarro,https://www.detar.com/,https://www.detar.com/Uploads/Public/Documents/charge-masters/charge-masters-2024/621754940_detar-healthcare-system-navarro_standardcharges.csv,csv,BROKEN,200,cms-hpt.txt@www.detar.com,re-verify failed: HTTP 503
DeTar Hospital North,https://www.detar.com/,https://www.detar.com/Uploads/Public/Documents/charge-masters/charge-masters-2024/621754940_detar-healthcare-system-north_standardcharges.csv,csv,BROKEN,200,cms-hpt.txt@www.detar.com,re-verify failed: HTTP 503
Del Sol Medical Center,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: delsolmedicalcenterinc.com,delsolhealth.com,delsol.com.mx)"
Dell Children's Medical Center,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx-csv/741109643-1447355771_ascension-seton_standardcharges.csv,csv,OK,200,cms-hpt.txt@healthcare.ascension.org,matched 'Dell Children's Medical Center (Ascension Seton)'
Dell Seton Medical Center at The University of Texas,https://healthcare.ascension.org/price-transparency/price-transparency-files,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx-csv/741109643-1093810327_ascension-seton_standardcharges.csv,csv,OK,200,cms-hpt.txt@healthcare.ascension.org,matched 'Dell Seton Medical Center at The University of Texas (Ascens'
Dimmit Regional Hospital,https://www.dimmitregionalhospital.com,https://www.dimmitregionalhospital.com/docs/Chargemaster_2022.xlsm,xlsm,OK,200,content-type,
Doctors Hospital of Laredo,https://www.laredomedical.com/pricing-information,https://uhsfilecdn.eskycity.net/ac/233001904_doctors-hospital-of-laredo_standardcharges.csv,csv,OK,200,cms-hpt.txt@doctorshosplaredo.com,matched 'Doctors Hospital of Laredo'
Doris Miller Department of Veterans Affairs Medical Center,,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
Driscoll Children's Hospital,,https://driscollchildrens.org/wp-content/uploads/742577746-1548286172_Driscoll-Childrens-Hospital_standardcharges.csv,csv,OK,200,cms-hpt.txt@driscollchildrens.org,lenient matched 'Driscoll Children's Hospital'
Driscoll Children's Hospital Rio Grande Valley,https://valleyregionalmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/62-1669572_valley-regional-medical-center_standardcharges.csv,csv,OK,200,url-extension,
East Houston Hospital and Clinics,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
East Houston Medical Center,,,,NOT_FOUND,,,"no verified MRF via free lookup (domains: ehmct.com,ehliquors.com,250ehouston.com)"
Eastland Memorial Hospital,https://www.eastlandmemorial.com/getpage.php,https://www.eastlandmemorial.com/docs/Copy_of_Chargemaster_1.1.19.xlsx,xlsx,OK,200,url-extension,
El Campo Memorial Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
El Paso Behavioral Health System,https://www.umcelpaso.org/patients-and-visitors/billing-and-insurance/hospital-price-transparency,https://umcelpaso.org/files/74-6000756_University-Medical-Center-of-El-Paso_standardcharges-3-23-2026.csv,csv,OK,200,url-extension,
El Paso Children's Hospital,,https://elpasochildrens.org/wp-content/uploads/2026/01/26-3075429_el-paso-childrens-hospital_standardcharges.csv,csv,OK,200,cms-hpt.txt@elpasochildrens.org,lenient matched 'El Paso Children's Hospital'
El Paso Psychiatric Center,https://www.umcelpaso.org/patients-and-visitors/billing-and-insurance/hospital-price-transparency,https://umcelpaso.org/files/74-6000756_University-Medical-Center-of-El-Paso_standardcharges-3-23-2026.csv,csv,OK,200,url-extension,
Electra Hospital District,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Elite Hospital Kingwood,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Emergency Hospital Systems - Deerbrook,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Encompass Health Rehabilitation Hospital The Vintage,https://encompasshealth.com/locations/houston/thevintagerehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/270941690_Encompass-Health-Rehabilitation-Hospital-The-Vintage_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital The Vintage'
Encompass Health Rehabilitation Hospital The Woodlands,,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/631105909_Encompass-Health-Rehabilitation-Hospital-of-The-Woodlands_standardcharges.csv,csv,OK,200,brand:encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of The Wo'
Encompass Health Rehabilitation Hospital Vision Park,https://encompasshealth.com/locations/houston/visionparkrehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/260518706_Encompass-Health-Rehabilitation-Hospital-Vision-Park_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital Vision Park'
Encompass Health Rehabilitation Hospital of Abilene,,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/262652076_Encompass-Health-Rehabilitation-Hospital-of-Abilene_standardcharges.csv,csv,OK,200,brand:encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of Abilen'
Encompass Health Rehabilitation Hospital of Amarillo,https://www.encompasshealth.com/locations/amarillo-rehab,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/872420281_Rehabilitation-Hospital-of-Amarillo_standardcharges.csv,csv,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of Arlington,https://www.encompasshealth.com/locations/arlington-rehab,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/631184844_Encompass-Health-Rehabilitation-Hospital-of-Arlington_standardcharges.csv,csv,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of Austin,https://encompasshealth.com/locations/austinrehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/261408389_Encompass-Health-Rehabilitation-Hospital-of-Austin_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of Austin'
Encompass Health Rehabilitation Hospital of City View,https://encompasshealth.com/locations/cityviewrehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/251587575_Encompass-Health-Rehabilitation-Hospital-of-City-View_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of City View'
Encompass Health Rehabilitation Hospital of Cypress,https://www.encompasshealth.com/locations/cypress-rehab,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/273444511_Encompass-Health-Rehabilitation-Hospital-of-Cypress_standardcharges.csv,csv,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of Dallas,https://dallasmedcenter.com/financial-assistance/,https://dallasmedcenter.com/wp-content/uploads/2022/08/271459658_DallasMedicalCenter_standardcharges.json,json,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of Houston at The Medical Center,,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/882645917_Encompass-Health-Rehabilitation-Hospital-of-Houston-at-The-Medical-Center_standardcharges.csv,csv,OK,200,brand:encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of Housto'
Encompass Health Rehabilitation Hospital of Humble,https://www.encompasshealth.com/locations/humble-rehab,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/464003807_Encompass-Health-Rehabilitation-Hospital-of-Humble_standardcharges.csv,csv,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of Katy,https://encompasshealth.com/locations/houston/katyrehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/824549154_Encompass-Health-Rehabilitation-Hospital-of-Katy_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of Katy'
Encompass Health Rehabilitation Hospital of Midland Odessa,https://www.midlandhealth.org/main/price-transparency,https://www.midlandhealth.org/Uploads/Public/Documents/Price Transparency/751584559_midland-health_standardcharges (9).csv,csv,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of Pearland,https://encompasshealth.com/locations/houston/pearlandrehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/811940348_Encompass-Health-Rehabilitation-Hospital-of-Pearland_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of Pearland'
Encompass Health Rehabilitation Hospital of Plano,https://encompasshealth.com/locations/planorehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/251661222_Encompass-Health-Rehabilitation-Hospital-of-Plano_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of Plano'
Encompass Health Rehabilitation Hospital of Prosper,https://www.encompasshealth.com/locations/prosper-rehab,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/862964873_Encompass-Health-Rehabilitation-Hospital-of-Prosper_standardcharges.csv,csv,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of Richardson,https://www.encompasshealth.com/locations/richardson-rehab,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/205315890_Encompass-Health-Rehabilitation-Hospital-of-Richardson_standardcharges.csv,csv,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of Round Rock,https://stdavids.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/742781812_round-rock-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of San Antonio,https://encompasshealth.com/locations/sanantoniorehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/631105930_Encompass-Health-Rehabilitation-Hospital-of-San-Antonio_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of San Antonio'
Encompass Health Rehabilitation Hospital of Sugar Land,https://encompasshealth.com/locations/houston/sugarlandrehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/272810882_Encompass-Health-Rehabilitation-Hospital-of-Sugar-Land_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of Sugar Land'
Encompass Health Rehabilitation Hospital of Texarkana,https://www.encompasshealth.com/locations/texarkana-rehab,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/631105916_Encompass-Health-Rehabilitation-Hospital-of-Texarkana_standardcharges.csv,csv,OK,200,url-extension,
Encompass Health Rehabilitation Hospital of Waco,https://encompasshealth.com/locations/wacorehab/transparency-healthcare,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/844256550_Encompass-Health-Rehabilitation-Hospital-of-Waco_standardcharges.csv,csv,OK,200,cms-hpt.txt@encompasshealth.com,matched 'Encompass Health Rehabilitation Hospital of Waco'
Encompass Health Rehabilitation Hospital of Wichita Falls,http://www.fallshospital.com/,https://fallshospital.slicedhealth.io/pricer/741471231_falls-community-hospital-and-clinic_standardcharges.csv,csv,OK,200,cms-hpt.txt@www.fallshospital.com,lenient matched 'Falls Community Hospital and Clinic'
Encompass Health Rehabilitation Hospital of the Mid Cities,https://www.encompasshealth.com/locations/mid-cities-rehab,https://edge.sitecorecloud.io/encompasshee178-encompasshed9db-prodb258-07da/media/Project/EncompassHealth/encompasshealth/Files/1-price-transparency/261408611_Encompass-Health-Rehabilitation-Hospital-of-the-MidCities_standardcharges.csv,csv,OK,200,url-extension,
Ennis Regional Medical Center,https://www.ennisregional.com/hospital-charges-listing,https://hospitalpricedisclosure.com/download.aspx?pi=7VLBZJKslFck7*_*nYB4PQFw*-*,json,OK,200,cms-hpt.txt@www.ennisregional.com,matched 'Ennis Regional Medical Center'
Everest Rehabilitation Hospital of El Paso,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Exalt Health Rehabilitation Hospital - Conroe,,https://www.exalthealth.com/wp-content/uploads/2024/08/884184593_Exalt-Health-Rehabilitation-Hospital-Conroe_standardcharges.csv,csv,OK,200,brand:exalthealth.com,"matched 'Exalt Health Rehabilitation Hospital, Conroe'"
Exceptional Community Hospital - Lubbock,https://www.eer24.com/facility-fees/,https://eer24.com/wp-content/uploads/2025/09/ExceptionalEmergencyCenter_standardcharges.csv,csv,OK,200,url-extension,
Faith Community Hospital,,https://fchtexas.slicedhealth.io/pricer/38-3850788-1790777696_FaithCommunityHospital_standardcharges.csv,csv,OK,200,cms-hpt.txt@fchtexas.com,lenient matched 'Faith Community Hospital'
Falls Community Hospital and Clinic,http://www.fallshospital.com/,https://fallshospital.slicedhealth.io/pricer/741471231_falls-community-hospital-and-clinic_standardcharges.csv,csv,OK,200,cms-hpt.txt@www.fallshospital.com,matched 'Falls Community Hospital and Clinic'
Family Hospital at Bandera,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Family Hospital at Brushy Creek,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Federal Medical Center Carswell,,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
First Surgical Hospital,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: first-surgical.com)
Fisher County Hospital,https://fishercountyhospital.com,https://secure.claraprice.net/price-transparency/WAD5510496738/machine-readable/751433495_fisher-county-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@fishercountyhospital.com,matched 'Fisher County Hospital District'
Fort Behavioral Health,,,,NOT_FOUND,,,no verified MRF via free lookup (domains: fortbehavioral.com)
Fort Duncan Regional Medical Center,https://fortduncanmedicalcenter.com,https://uhsfilecdn.eskycity.net/ac/233044530_fort-duncan-regional-medical-center_standardcharges.csv,csv,OK,200,url-extension,
Foundation Surgical Hospital of San Antonio,https://www.sanantoniobehavioral.com/resources/,https://www.sanantoniobehavioral.com/wp-content/uploads/2021/01/Standard-Rates-Transparency-Sheet.csv,csv,OK,200,url-extension,
Freestone Medical Center,https://freestonemc.com/financial-assistance/,https://freestonemc.slicedhealth.io/pricer/741774669_fairfield-hospital-district_standardcharges.csv,csv,OK,200,cms-hpt.txt@freestonemc.com,lenient matched 'Fairfield Hospital District'
Frio Regional Hospital,https://www.frioregionalhospital.com,https://secure.claraprice.net/price-transparency/WJBE-1656005164598/machine-readable/741461220_frio-regional-hospital_standardcharges.json,json,OK,200,cms-hpt.txt@www.frioregionalhospital.com,matched 'Frio Regional Hospital'
"George H. O'Brien, Jr., Department of Veterans Affairs Medical Center",,,,NOT_FOUND,,,likely EXEMPT (federal/military/state facility - not subject to CMS price-transparency rule)
Georgetown Behavioral Health Institute,,https://www.georgetownbehavioral.com/sites/default/files/462465087_Georgetown%20Behavioral%20Insitute_Standardcharges.csv,csv,OK,200,cms-hpt.txt@georgetownbehavioral.com,matched 'Georgetown Behavioral Health Institute'
Glen Oaks Hospital,,https://uhsfilecdn.eskycity.net/bh/232357811_glen-oaks_standardcharges.csv,csv,OK,200,cms-hpt.txt@glenoakshospital.com,lenient matched 'Glen Oaks Hospital'
Glen Rose Medical Center,https://glenrosemedicalcenter.com/pricing-transparency/,https://glenrosemedicalcenter.com/wp-content/uploads/2022/04/Price-Transparency-January-2021-7.xlsx,xlsx,NOT_FOUND,429,url-extension,cms-hpt.txt not found on glenrosemedicalcenter.com/www.glenrosemedicalcenter.com
Golden Plains Community Hospital,https://plainsmemorial.com/billing-info/,https://goldenplains.slicedhealth.io/pricer/26-0328929-1841497153_GoldenPlainsCommunityHospital_standardcharges.CSV,csv,OK,200,cms-hpt.txt@goldenplains.org,lenient matched 'Golden Plains Community Hospital'
Goodall Witcher Healthcare,https://www.gwhealthcare.org/patients/price-transparency,https://gwhealthcare.slicedhealth.io/pricer/83-3446135_GoodallWitcherHealthcare_standardcharges.CSV,csv,OK,200,cms-hpt.txt@www.gwhealthcare.org,matched 'Goodall-Witcher Hospital'
Graham Regional Medical Center,https://grahamhealth.net,https://secure.claraprice.net/price-transparency/JXVV-1691592288793/machine-readable/752597537_graham-regional-medical-center_standardcharges.json,json,OK,200,cms-hpt.txt@grahamrmc.com,lenient matched 'Graham Regional Medical Center'
Guadalupe Regional Medical Center,,https://www.grmedcenter.com/wp-content/uploads/2026/05/741386053_GuadalupeRegionalMedicalCenter_standardcharges.csv,csv,OK,200,cms-hpt.txt@grmedcenter.com,lenient matched 'Guadalupe Regional Medical Center'
HCA Houston Healthcare Clear Lake,https://www.hcahoustonhealthcare.com/locations/clear-lake,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1801360_HCA-HOUSTON-HEALTHCARE-CLEAR-LAKE_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,json,OK,200,cms-hpt.txt@www.hcahoustonhealthcare.com,matched 'HCA HOUSTON CLEAR LAKE'
HCA Houston Healthcare Conroe,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/621801361_hca-houston-conroe_standardcharges.csv,csv,OK,200,url-extension,
HCA Houston Healthcare Kingwood,https://www.hcahoustonhealthcare.com/locations/kingwood,https://stctrprodsnsvc00455826e6.blob.core.windows.net/pt-final-posting-files/62-1619857_HCA-HOUSTON-HEALTHCARE-KINGWOOD_standardcharges.json?si=pt-json-access-policy&spr=https&sv=2024-11-04&sr=c&sig=o5IofreS%2F7ETlsnhPakPWCwHVVUZRobywQ5wUKGjVuQ%3D,json,OK,200,cms-hpt.txt@www.hcahoustonhealthcare.com,matched 'HCA HOUSTON KINGWOOD'
HCA Houston Healthcare Mainland,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/82-1635538_hca-houston-med-ctr_standardcharges.csv,csv,OK,200,url-extension,
HCA Houston Healthcare North Cypress,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/82-1635538_hca-houston-med-ctr_standardcharges.csv,csv,OK,200,url-extension,
HCA Houston Healthcare Northwest,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/261512163_hca-houston-northwest_standardcharges.csv,csv,OK,200,url-extension,
HCA Houston Healthcare Pearland,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/82-1635538_hca-houston-med-ctr_standardcharges.csv,csv,OK,200,url-extension,
HCA Houston Healthcare Southeast,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/621801359_hca-houston-southeast_standardcharges.csv,csv,OK,200,url-extension,
HCA Houston Healthcare Tomball,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/82-1635538_hca-houston-med-ctr_standardcharges.csv,csv,OK,200,url-extension,
HCA Houston Healthcare West,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/621801363_hca-houston-west_standardcharges.csv,csv,OK,200,url-extension,
HCA Houston Medical Center,https://hcahoustonhealthcare.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,https://core.secure.ehc.com/src/util/detail-price-list/621801359_hca-houston-southeast_standardcharges.csv,csv,OK,200,url-extension,
Hamilton General Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
Hansford County Hospital District,https://secure.claraprice.net/price-transparency/hansford-county,https://secure.claraprice.net/price-transparency/PNQ6834664504/machine-readable/23-7297190_hansford-county-hospital-district_standardcharges.json,json,OK,200,url-extension,
Hardeman County Memorial Hospital,,,,NOT_FOUND,,,"no domain found (homepage empty, clearbit miss)"
